資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20240419,4150,6,288,7316217,4.96
20240419,4150,7,150,5304603,3.60
20240419,4150,8,99,4571715,3.10
20240419,4150,9,191,13520025,9.18
20240419,4150,10,126,17876251,12.14
20240419,4150,11,54,15411013,10.46
20240419,4150,12,19,9475592,6.43
20240419,4150,13,12,8442742,5.73
20240419,4150,14,3,2547148,1.73
20240419,4150,15,15,37354994,25.37
20240419,4150,16,0,0,0.00
20240419,4150,17,17311,147217672,100.00
20240419,4151,1,99,12257,0.02
20240419,4151,2,274,630204,1.25
20240419,4151,3,86,692416,1.38
20240419,4151,4,40,517406,1.03
20240419,4151,5,27,504440,1.00
20240419,4151,6,26,641834,1.28
20240419,4151,7,16,588030,1.17
20240419,4151,8,12,561704,1.12
20240419,4151,9,25,1871756,3.74
20240419,4151,10,16,2175928,4.34
20240419,4151,11,10,2626329,5.24
20240419,4151,12,3,1292000,2.58
20240419,4151,13,2,1427106,2.85
20240419,4151,14,1,903102,1.80
20240419,4151,15,7,35581233,71.12
20240419,4151,16,0,0,0.00
20240419,4151,17,644,50025745,100.00
20240419,4153,1,3717,536454,0.89
20240419,4153,2,2189,4483224,7.46
20240419,4153,3,315,2355934,3.92
20240419,4153,4,114,1433418,2.38
20240419,4153,5,68,1201056,1.99
20240419,4153,6,53,1299120,2.16
20240419,4153,7,22,766352,1.27
20240419,4153,8,9,391015,0.65
20240419,4153,9,22,1453862,2.41
20240419,4153,10,17,2371503,3.94
20240419,4153,11,3,735589,1.22
20240419,4153,12,1,402000,0.66
20240419,4153,13,1,667000,1.10
20240419,4153,14,1,861000,1.43
20240419,4153,15,10,41133064,68.45
20240419,4153,16,0,0,0.00
20240419,4153,17,6542,60090591,100.00
20240419,4154,1,224,14610,0.04
20240419,4154,2,534,1101779,3.08
20240419,4154,3,96,778784,2.18
20240419,4154,4,28,366000,1.02
20240419,4154,5,29,525000,1.46
20240419,4154,6,34,867000,2.42
20240419,4154,7,20,743000,2.08
20240419,4154,8,14,662000,1.85
20240419,4154,9,29,2043000,5.71
20240419,4154,10,20,2612000,7.31
20240419,4154,11,8,2315000,6.48
20240419,4154,12,4,2042000,5.71
20240419,4154,13,3,2275000,6.36
20240419,4154,14,0,0,0.00
20240419,4154,15,5,19374827,54.24
20240419,4154,16,0,0,0.00
20240419,4154,17,1048,35720000,100.00
20240419,4155,1,14152,1404117,0.95
20240419,4155,2,7162,14329612,9.74
20240419,4155,3,1233,8801608,5.98
20240419,4155,4,545,6597670,4.48
20240419,4155,5,211,3709212,2.52
20240419,4155,6,276,6702554,4.55
20240419,4155,7,118,4060238,2.76
20240419,4155,8,76,3437785,2.33
20240419,4155,9,171,11863199,8.07
20240419,4155,10,76,10847195,7.37
20240419,4155,11,43,12516811,8.51
20240419,4155,12,11,5362200,3.64
20240419,4155,13,15,10491095,7.13
20240419,4155,14,2,1861619,1.26
20240419,4155,15,13,45018292,30.62
20240419,4155,16,0,0,0.00
20240419,4155,17,24104,147003207,100.00
20240419,4156,1,22,3586,0.00
20240419,4156,2,451,1166800,2.06
20240419,4156,3,141,1214926,2.14
20240419,4156,4,54,724478,1.28
20240419,4156,5,53,994608,1.75
20240419,4156,6,54,1417378,2.50
20240419,4156,7,24,852061,1.50
20240419,4156,8,22,1018258,1.80
20240419,4156,9,37,2751603,4.86
20240419,4156,10,21,3086201,5.45
20240419,4156,11,10,2772551,4.90
20240419,4156,12,3,1518504,2.68
20240419,4156,13,0,0,0.00
20240419,4156,14,1,950000,1.68
20240419,4156,15,10,38069005,67.33
20240419,4156,16,0,0,0.00
20240419,4156,17,903,56539959,100.00
20240419,4157,1,5618,1300649,0.18
20240419,4157,2,17874,39882313,5.55
20240419,4157,3,3632,29474849,4.10
20240419,4157,4,1241,16012416,2.23
20240419,4157,5,945,17704622,2.46
20240419,4157,6,775,20094623,2.79
20240419,4157,7,399,14342799,1.99
20240419,4157,8,272,12777567,1.77
20240419,4157,9,545,38770633,5.40
20240419,4157,10,283,40193821,5.59
20240419,4157,11,144,40359144,5.62
20240419,4157,12,39,19335892,2.69
20240419,4157,13,22,14731421,2.05
20240419,4157,14,12,10535243,1.46
20240419,4157,15,38,402328183,56.04
20240419,4157,16,0,0,0.00
20240419,4157,17,31839,717844175,100.00
20240419,4160,1,20807,884069,3.47
20240419,4160,2,2445,4407334,17.34
20240419,4160,3,305,2078101,8.17
20240419,4160,4,100,1172881,4.61
20240419,4160,5,38,659980,2.59
20240419,4160,6,41,972123,3.82
20240419,4160,7,25,858926,3.38
20240419,4160,8,14,630466,2.48
20240419,4160,9,32,2289712,9.01
20240419,4160,10,13,1632844,6.42
20240419,4160,11,5,1204263,4.74
20240419,4160,12,3,1519409,5.98
20240419,4160,13,1,650655,2.56
20240419,4160,14,0,0,0.00
20240419,4160,15,1,6444162,25.36
20240419,4160,16,0,0,0.00
20240419,4160,17,23830,25404925,100.00
20240419,4161,1,2530,242308,0.45
20240419,4161,2,2175,4166287,7.86
20240419,4161,3,369,2579741,4.86
20240419,4161,4,177,2085383,3.93
20240419,4161,5,87,1519615,2.86
20240419,4161,6,74,1758275,3.31
20240419,4161,7,56,1943755,3.66
20240419,4161,8,33,1461574,2.75
20240419,4161,9,53,3619807,6.83
20240419,4161,10,40,5619189,10.60
20240419,4161,11,31,7958747,15.02
20240419,4161,12,5,2797483,5.28
20240419,4161,13,6,4065572,7.67
20240419,4161,14,1,802273,1.51
20240419,4161,15,6,12360880,23.33
20240419,4161,16,0,0,0.00
20240419,4161,17,5643,52980889,100.00
20240419,4162,1,22900,844278,0.57
20240419,4162,2,12990,25168431,17.27
20240419,4162,3,1498,11439404,7.85
20240419,4162,4,458,5794553,3.97
20240419,4162,5,269,4929195,3.38
20240419,4162,6,234,5946663,4.08
20240419,4162,7,123,4364206,2.99
20240419,4162,8,42,1915915,1.31
20240419,4162,9,120,8246340,5.66
20240419,4162,10,48,6685453,4.58
20240419,4162,11,19,5373062,3.68
20240419,4162,12,5,2409000,1.65
20240419,4162,13,3,2176370,1.49
20240419,4162,14,3,2617477,1.79
20240419,4162,15,7,57767893,39.65
20240419,4162,16,0,0,0.00
20240419,4162,17,38719,145678240,100.00
20240419,4163,1,12033,259633,0.52
20240419,4163,2,2352,4387753,8.81
20240419,4163,3,257,1946976,3.91
20240419,4163,4,86,1084037,2.17
20240419,4163,5,52,928759,1.86
20240419,4163,6,47,1164040,2.33
20240419,4163,7,24,863953,1.73
20240419,4163,8,12,554800,1.11
20240419,4163,9,24,1705659,3.42
20240419,4163,10,21,3103761,6.23
20240419,4163,11,10,3115186,6.25
20240419,4163,12,4,1825025,3.66
20240419,4163,13,1,621740,1.24
20240419,4163,14,2,1914000,3.84
20240419,4163,15,13,26314821,52.85
20240419,4163,16,0,0,0.00
20240419,4163,17,14938,49790143,100.00
20240419,4164,1,4251,594726,0.35
20240419,4164,2,8198,15797504,9.46
20240419,4164,3,959,7525232,4.51
20240419,4164,4,311,3992845,2.39
20240419,4164,5,157,2867298,1.71
20240419,4164,6,153,3924795,2.35
20240419,4164,7,93,3299688,1.97
20240419,4164,8,56,2564208,1.53
20240419,4164,9,91,6464047,3.87
20240419,4164,10,44,6268173,3.75
20240419,4164,11,27,7721849,4.62
20240419,4164,12,11,5254814,3.14
20240419,4164,13,4,3019000,1.80
20240419,4164,14,8,6884730,4.12
20240419,4164,15,27,90666240,54.34
20240419,4164,16,0,0,0.00
20240419,4164,17,14390,166845149,100.00
20240419,4166,1,263,84449,0.03
20240419,4166,2,791,1795563,0.80
20240419,4166,3,183,1406142,0.63
20240419,4166,4,82,1055842,0.47
20240419,4166,5,55,993656,0.44
20240419,4166,6,60,1521297,0.68
20240419,4166,7,28,1011054,0.45
20240419,4166,8,33,1489930,0.66
20240419,4166,9,60,4394254,1.97
20240419,4166,10,46,6368197,2.85
20240419,4166,11,20,5515477,2.47
20240419,4166,12,6,2862071,1.28
20240419,4166,13,3,2017925,0.90
20240419,4166,14,1,841217,0.37
20240419,4166,15,12,191678015,85.94
20240419,4166,16,0,0,0.00
20240419,4166,17,1643,223035089,100.00
20240419,4167,1,22939,703579,0.22
20240419,4167,2,18604,38370027,12.08
20240419,4167,3,3548,26031951,8.20
20240419,4167,4,1351,16137778,5.08
20240419,4167,5,643,11634035,3.66
20240419,4167,6,635,15542942,4.89
20240419,4167,7,324,11328193,3.56
20240419,4167,8,211,9579606,3.01
20240419,4167,9,384,27217816,8.57
20240419,4167,10,190,26463051,8.33
20240419,4167,11,78,20817098,6.55
20240419,4167,12,19,9511927,2.99
20240419,4167,13,10,6713128,2.11
20240419,4167,14,9,7785855,2.45
20240419,4167,15,31,89562121,28.21
20240419,4167,16,0,0,0.00
20240419,4167,17,48976,317399107,100.00
20240419,4168,1,27062,385939,0.35
20240419,4168,2,9580,19321818,17.78
20240419,4168,3,1364,10657884,9.81
20240419,4168,4,469,5920652,5.44
20240419,4168,5,252,4626961,4.25
20240419,4168,6,247,6200631,5.70
20240419,4168,7,115,4070322,3.74
20240419,4168,8,83,3850961,3.54
20240419,4168,9,118,8207544,7.55
20240419,4168,10,64,8787118,8.08
20240419,4168,11,20,5433455,5.00
20240419,4168,12,11,4846790,4.46
20240419,4168,13,2,1356029,1.24
20240419,4168,14,6,5370442,4.94
20240419,4168,15,9,19603587,18.04
20240419,4168,16,0,0,0.00
20240419,4168,17,39402,108640133,100.00
20240419,4169,1,325,47942,0.08
20240419,4169,2,923,1969686,3.33
20240419,4169,3,201,1441007,2.44
20240419,4169,4,82,1017523,1.72
20240419,4169,5,45,813380,1.37
20240419,4169,6,67,1611191,2.72
20240419,4169,7,41,1442454,2.44
20240419,4169,8,22,1005386,1.70
20240419,4169,9,51,3552227,6.01
20240419,4169,10,28,3884686,6.57
20240419,4169,11,18,4866323,8.24
20240419,4169,12,10,4969137,8.41
20240419,4169,13,4,2808080,4.75
20240419,4169,14,1,814947,1.38
20240419,4169,15,11,28804643,48.78
20240419,4169,16,0,0,0.00
20240419,4169,17,1829,59048612,100.00
20240419,4170,1,4951,409027,0.93
20240419,4170,2,1170,2657316,6.07
20240419,4170,3,357,2564216,5.85
20240419,4170,4,97,1199191,2.73
20240419,4170,5,60,1030450,2.35
20240419,4170,6,65,1608672,3.67
20240419,4170,7,39,1332132,3.04
20240419,4170,8,25,1127113,2.57
20240419,4170,9,54,3818929,8.72
20240419,4170,10,18,2815867,6.43
20240419,4170,11,12,3285408,7.50
20240419,4170,12,3,1625978,3.71
20240419,4170,13,6,3977357,9.08
20240419,4170,14,2,1805130,4.12
20240419,4170,15,6,14514584,33.15
20240419,4170,16,0,0,0.00
20240419,4170,17,6865,43771370,100.00
20240419,4171,1,13825,571187,0.99
20240419,4171,2,5234,11201668,19.49
20240419,4171,3,849,6107312,10.62
20240419,4171,4,288,3623432,6.30
20240419,4171,5,105,1853650,3.22
20240419,4171,6,136,3387024,5.89
20240419,4171,7,53,1839633,3.20
20240419,4171,8,27,1226580,2.13
20240419,4171,9,55,3608462,6.28
20240419,4171,10,19,2612281,4.54
20240419,4171,11,10,2701262,4.70
20240419,4171,12,2,925750,1.61
20240419,4171,13,1,665728,1.15
20240419,4171,14,1,829541,1.44
20240419,4171,15,6,16303959,28.37
20240419,4171,16,0,0,0.00
20240419,4171,17,20611,57457469,100.00
20240419,4172,1,11311,138256,0.14
20240419,4172,2,3547,7973101,8.39
20240419,4172,3,710,5554880,5.84
20240419,4172,4,332,4205268,4.42
20240419,4172,5,187,3410227,3.58
20240419,4172,6,233,5921453,6.23
20240419,4172,7,107,3763808,3.96
20240419,4172,8,76,3550302,3.73
20240419,4172,9,148,10278888,10.82
20240419,4172,10,68,9296682,9.78
20240419,4172,11,31,7830069,8.24
20240419,4172,12,16,7943895,8.36
20240419,4172,13,5,3562553,3.75
20240419,4172,14,2,1739124,1.83
20240419,4172,15,5,19828044,20.87
20240419,4172,16,0,0,0.00
20240419,4172,17,16778,94996550,100.00
20240419,4173,1,15307,306659,0.41
20240419,4173,2,5154,10307804,13.82
20240419,4173,3,737,6011259,8.06
20240419,4173,4,190,2449577,3.28
20240419,4173,5,164,3064317,4.10
20240419,4173,6,116,2951726,3.95
20240419,4173,7,59,2109912,2.82
20240419,4173,8,47,2187299,2.93
20240419,4173,9,71,5224354,7.00
20240419,4173,10,29,3887527,5.21
20240419,4173,11,15,4292000,5.75
20240419,4173,12,1,429730,0.57
20240419,4173,13,1,600449,0.80
20240419,4173,14,1,922000,1.23
20240419,4173,15,1,29829742,40.00
20240419,4173,16,0,0,0.00
20240419,4173,17,21893,74574355,100.00
20240419,4174,1,20708,542380,0.23
20240419,4174,2,12727,25136180,10.95
20240419,4174,3,1828,13906682,6.06
20240419,4174,4,691,8646611,3.76
20240419,4174,5,354,6348743,2.76
20240419,4174,6,399,9898388,4.31
20240419,4174,7,176,6176012,2.69
20240419,4174,8,119,5410912,2.35
20240419,4174,9,207,14350970,6.25
20240419,4174,10,89,12166685,5.30
20240419,4174,11,38,10435735,4.54
20240419,4174,12,15,7263924,3.16
20240419,4174,13,3,2187000,0.95
20240419,4174,14,2,1973083,0.85
20240419,4174,15,34,104996069,45.76
20240419,4174,16,0,0,0.00
20240419,4174,17,37390,229439374,100.00
20240419,4175,1,3569,586788,1.38
20240419,4175,2,3460,6131967,14.50
20240419,4175,3,337,2410896,5.70
20240419,4175,4,114,1379921,3.26
20240419,4175,5,47,843744,1.99
20240419,4175,6,28,695986,1.64
20240419,4175,7,19,648027,1.53
20240419,4175,8,11,496460,1.17
20240419,4175,9,25,1726144,4.08
20240419,4175,10,12,1769295,4.18
20240419,4175,11,7,1923469,4.54
20240419,4175,12,1,437895,1.03
20240419,4175,13,0,0,0.00
20240419,4175,14,0,0,0.00
20240419,4175,15,6,23232298,54.94
20240419,4175,16,0,0,0.00
20240419,4175,17,7636,42282890,100.00
20240419,4177,1,214,54068,0.08
20240419,4177,2,1194,2734438,4.35
20240419,4177,3,283,2197513,3.49
20240419,4177,4,116,1494205,2.37
20240419,4177,5,75,1376697,2.19
20240419,4177,6,77,1897678,3.02
20240419,4177,7,53,1860825,2.96
20240419,4177,8,23,1044685,1.66
20240419,4177,9,57,4028759,6.41
20240419,4177,10,32,4455863,7.09
20240419,4177,11,18,4568941,7.27
20240419,4177,12,7,3422225,5.44
20240419,4177,13,2,1400000,2.22
20240419,4177,14,2,2000000,3.18
20240419,4177,15,6,30269103,48.19
20240419,4177,16,0,0,0.00
20240419,4177,17,2159,62805000,100.00
20240419,4181,1,1412,315353,14.38
20240419,4181,2,274,603457,27.52
20240419,4181,3,52,368016,16.78
20240419,4181,4,16,193118,8.80
20240419,4181,5,3,55547,2.53
20240419,4181,6,7,171193,7.80
20240419,4181,7,2,65766,2.99
20240419,4181,8,1,41000,1.86
20240419,4181,9,2,154100,7.02
20240419,4181,10,0,0,0.00
20240419,4181,11,1,225000,10.26
20240419,4181,12,0,0,0.00
20240419,4181,13,0,0,0.00
20240419,4181,14,0,0,0.00
20240419,4181,15,0,0,0.00
20240419,4181,16,0,0,0.00
20240419,4181,17,1770,2192550,100.00
20240419,4183,1,305,28175,0.11
20240419,4183,2,832,1607646,6.75
20240419,4183,3,107,877361,3.68
20240419,4183,4,35,450119,1.89
20240419,4183,5,26,486680,2.04
20240419,4183,6,24,614773,2.58
20240419,4183,7,8,276400,1.16
20240419,4183,8,6,273200,1.14
20240419,4183,9,21,1485500,6.24
20240419,4183,10,12,1677226,7.04
20240419,4183,11,8,2279798,9.57
20240419,4183,12,1,403717,1.69
20240419,4183,13,2,1352684,5.68
20240419,4183,14,1,886704,3.72
20240419,4183,15,6,11100017,46.63
20240419,4183,16,0,0,0.00
20240419,4183,17,1394,23800000,100.00
20240419,4184,1,227,101710,0.22
20240419,4184,2,217,515713,1.15
20240419,4184,3,68,489232,1.09
20240419,4184,4,34,434690,0.97
20240419,4184,5,13,223084,0.49
20240419,4184,6,24,598142,1.33
20240419,4184,7,9,304032,0.67
20240419,4184,8,4,184511,0.41
20240419,4184,9,20,1463147,3.27
20240419,4184,10,19,2751221,6.15
20240419,4184,11,8,2336232,5.22
20240419,4184,12,1,429437,0.95
20240419,4184,13,1,620895,1.38
20240419,4184,14,1,942822,2.10
20240419,4184,15,2,33338332,74.52
20240419,4184,16,0,0,0.00
20240419,4184,17,648,44733200,100.00
20240419,4186,1,1111,76195,0.08
20240419,4186,2,2305,5100451,5.66
20240419,4186,3,472,3763613,4.18
20240419,4186,4,177,2239062,2.48
20240419,4186,5,136,2502169,2.78
20240419,4186,6,124,3168305,3.52
20240419,4186,7,53,1853510,2.05
20240419,4186,8,59,2651782,2.94
20240419,4186,9,102,7327163,8.14
20240419,4186,10,69,9945514,11.05
20240419,4186,11,23,6384319,7.09
20240419,4186,12,16,8001839,8.89
20240419,4186,13,5,3529863,3.92
20240419,4186,14,5,4240467,4.71
20240419,4186,15,12,29215748,32.46
20240419,4186,16,0,0,0.00
20240419,4186,17,4669,90000000,100.00
20240419,4188,1,1553,80698,0.15
20240419,4188,2,2676,5408185,10.14
20240419,4188,3,342,2803438,5.25
20240419,4188,4,120,1574144,2.95
20240419,4188,5,73,1362147,2.55
20240419,4188,6,70,1827706,3.42
20240419,4188,7,40,1445168,2.71
20240419,4188,8,29,1306713,2.45
20240419,4188,9,51,3841866,7.20
20240419,4188,10,22,3256763,6.10
20240419,4188,11,9,2894094,5.42
20240419,4188,12,2,928247,1.74
20240419,4188,13,2,1275500,2.39
20240419,4188,14,0,0,0.00
20240419,4188,15,3,25313731,47.47
20240419,4188,16,0,0,0.00
20240419,4188,17,4992,53318400,100.00
20240419,4190,1,9053,133916,0.21
20240419,4190,2,3318,6196599,10.16
20240419,4190,3,351,2707838,4.44
20240419,4190,4,81,1037291,1.70
20240419,4190,5,59,1084900,1.77
20240419,4190,6,62,1598828,2.62
20240419,4190,7,22,757160,1.24
20240419,4190,8,15,677899,1.11
20240419,4190,9,38,2718607,4.46
20240419,4190,10,15,1921559,3.15
20240419,4190,11,5,1358569,2.22
20240419,4190,12,1,566000,0.92
20240419,4190,13,2,1252000,2.05
20240419,4190,14,1,890000,1.46
20240419,4190,15,9,38048551,62.42
20240419,4190,16,0,0,0.00
20240419,4190,17,13032,60949717,100.00
20240419,4191,1,245,48920,0.05
20240419,4191,2,1378,3052466,3.45
20240419,4191,3,325,2561224,2.90
20240419,4191,4,114,1474891,1.67
20240419,4191,5,85,1557889,1.76
20240419,4191,6,91,2329608,2.63
20240419,4191,7,62,2198550,2.49
20240419,4191,8,42,1900276,2.15
20240419,4191,9,73,5306169,6.01
20240419,4191,10,66,9328652,10.56
20240419,4191,11,27,7730800,8.75
20240419,4191,12,8,3810023,4.31
20240419,4191,13,7,4502068,5.10
20240419,4191,14,6,5564954,6.30
20240419,4191,15,9,36898501,41.80
20240419,4191,16,0,0,0.00
20240419,4191,17,2538,88264991,100.00
20240419,4192,1,3912,1375918,3.91
20240419,4192,2,1569,3093930,8.79
20240419,4192,3,199,1394009,3.96
20240419,4192,4,61,749225,2.13
20240419,4192,5,31,541907,1.54
20240419,4192,6,37,912155,2.59
20240419,4192,7,10,331182,0.94
20240419,4192,8,9,386983,1.10
20240419,4192,9,14,942724,2.68
20240419,4192,10,10,1483079,4.21
20240419,4192,11,2,530726,1.50
20240419,4192,12,0,0,0.00
20240419,4192,13,0,0,0.00
20240419,4192,14,0,0,0.00
20240419,4192,15,2,23422662,66.60
20240419,4192,16,0,0,0.00
20240419,4192,17,5856,35164500,100.00
20240419,4193,1,4215,56946,0.08
20240419,4193,2,478,1127522,1.66
20240419,4193,3,193,1447109,2.14
20240419,4193,4,96,1181253,1.74
20240419,4193,5,75,1341436,1.98
20240419,4193,6,90,2218141,3.28
20240419,4193,7,43,1502134,2.22
20240419,4193,8,41,1878710,2.77
20240419,4193,9,101,7057717,10.43
20240419,4193,10,42,5891918,8.71
20240419,4193,11,35,9485262,14.02
20240419,4193,12,13,5992845,8.86
20240419,4193,13,3,1996685,2.95
20240419,4193,14,3,2652782,3.92
20240419,4193,15,6,23785510,35.17
20240419,4193,16,0,0,0.00
20240419,4193,17,5434,67615970,100.00
20240419,4194,1,945,631588,0.51
20240419,4194,2,1518,4008900,3.25
20240419,4194,3,580,4232494,3.44
20240419,4194,4,184,2251998,1.83
20240419,4194,5,136,2353779,1.91
20240419,4194,6,108,2658832,2.16
20240419,4194,7,59,2041255,1.65
20240419,4194,8,37,1635255,1.32
20240419,4194,9,51,3857326,3.13
20240419,4194,10,19,2566585,2.08
20240419,4194,11,10,2747240,2.23
20240419,4194,12,9,4132828,3.36
20240419,4194,13,4,2710981,2.20
20240419,4194,14,2,1904146,1.54
20240419,4194,15,12,85241193,69.31
20240419,4194,16,0,0,0.00
20240419,4194,17,3674,122974400,100.00
20240419,4195,1,13489,157305,0.21
20240419,4195,2,2841,5828269,8.04
20240419,4195,3,732,4955104,6.83
20240419,4195,4,359,4196007,5.79
20240419,4195,5,141,2415563,3.33
20240419,4195,6,186,4446567,6.13
20240419,4195,7,80,2733881,3.77
20240419,4195,8,48,2168286,2.99
20240419,4195,9,94,6302089,8.69
20240419,4195,10,40,5520252,7.61
20240419,4195,11,10,2631303,3.63
20240419,4195,12,5,2268938,3.13
20240419,4195,13,2,1458070,2.01
20240419,4195,14,5,4517288,6.23
20240419,4195,15,11,22849135,31.53
20240419,4195,16,0,0,0.00
20240419,4195,17,18043,72448057,100.00
20240419,4197,1,1571,19592,0.06
20240419,4197,2,305,647440,2.14
20240419,4197,3,60,470700,1.55
20240419,4197,4,29,365863,1.21
20240419,4197,5,15,277065,0.91
20240419,4197,6,21,526449,1.74
20240419,4197,7,10,353007,1.16
20240419,4197,8,5,228642,0.75
20240419,4197,9,17,1394038,4.61
20240419,4197,10,21,3034875,10.05
20240419,4197,11,12,3340562,11.06
20240419,4197,12,9,4348227,14.40
20240419,4197,13,5,3392714,11.24
20240419,4197,14,2,1853364,6.14
20240419,4197,15,5,9928387,32.89
20240419,4197,16,0,0,0.00
20240419,4197,17,2087,30180925,100.00
20240419,4198,1,2631,475370,1.97
20240419,4198,2,709,1280231,5.31
20240419,4198,3,96,726673,3.01
20240419,4198,4,26,334173,1.38
20240419,4198,5,19,341775,1.41
20240419,4198,6,16,404200,1.67
20240419,4198,7,8,269235,1.11
20240419,4198,8,2,99920,0.41
20240419,4198,9,9,687307,2.85
20240419,4198,10,4,598500,2.48
20240419,4198,11,1,397620,1.64
20240419,4198,12,0,0,0.00
20240419,4198,13,0,0,0.00
20240419,4198,14,2,1823940,7.56
20240419,4198,15,2,16669056,69.14
20240419,4198,16,0,0,0.00
20240419,4198,17,3525,24108000,100.00
20240419,4205,1,6395,1189906,1.34
20240419,4205,2,4778,8850323,9.96
20240419,4205,3,431,3024754,3.40
20240419,4205,4,121,1466393,1.65
20240419,4205,5,40,684255,0.77
20240419,4205,6,51,1257141,1.41
20240419,4205,7,22,751917,0.84
20240419,4205,8,16,723238,0.81
20240419,4205,9,25,1790991,2.01
20240419,4205,10,29,4151428,4.67
20240419,4205,11,22,5777363,6.50
20240419,4205,12,4,1917745,2.16
20240419,4205,13,3,2108484,2.37
20240419,4205,14,0,0,0.00
20240419,4205,15,23,55078088,62.04
20240419,4205,16,0,0,0.00
20240419,4205,17,11960,88772026,100.00
20240419,4207,1,4507,815097,0.43
20240419,4207,2,4145,8689062,4.63
20240419,4207,3,786,5727856,3.05
20240419,4207,4,388,4732189,2.52
20240419,4207,5,164,2934574,1.56
20240419,4207,6,188,4581709,2.44
20240419,4207,7,98,3366424,1.79
20240419,4207,8,42,1899314,1.01
20240419,4207,9,143,9809614,5.23
20240419,4207,10,79,11035659,5.89
20240419,4207,11,52,14240772,7.60
20240419,4207,12,20,9754156,5.20
20240419,4207,13,5,3611395,1.92
20240419,4207,14,3,2508293,1.33
20240419,4207,15,19,103593894,55.30
20240419,4207,16,0,0,0.00
20240419,4207,17,10639,187300008,100.00
20240419,4303,1,5826,383947,0.49
20240419,4303,2,6152,12418690,15.92
20240419,4303,3,788,6224559,7.98
20240419,4303,4,244,3175446,4.07
20240419,4303,5,156,2890062,3.70
20240419,4303,6,125,3198856,4.10
20240419,4303,7,67,2364115,3.03
20240419,4303,8,48,2248625,2.88
20240419,4303,9,75,5264263,6.75
20240419,4303,10,24,3217599,4.12
20240419,4303,11,9,2685967,3.44
20240419,4303,12,7,3482763,4.46
20240419,4303,13,0,0,0.00
20240419,4303,14,1,896000,1.14
20240419,4303,15,7,29513869,37.85
20240419,4303,16,0,0,0.00
20240419,4303,17,13529,77964761,100.00
20240419,4304,1,2899,285211,0.79
20240419,4304,2,668,1506808,4.18
20240419,4304,3,161,1338884,3.71
20240419,4304,4,44,569839,1.58
20240419,4304,5,34,626927,1.73
20240419,4304,6,34,867318,2.40
20240419,4304,7,17,617301,1.71
20240419,4304,8,11,494649,1.37
20240419,4304,9,20,1333530,3.70
20240419,4304,10,11,1402062,3.89
20240419,4304,11,11,3001412,8.32
20240419,4304,12,2,1096151,3.04
20240419,4304,13,2,1263246,3.50
20240419,4304,14,0,0,0.00
20240419,4304,15,7,21634727,60.03
20240419,4304,16,0,0,0.00
20240419,4304,17,3921,36038065,100.00
20240419,4305,1,642,51506,0.09
20240419,4305,2,849,1724424,3.13
20240419,4305,3,91,740474,1.34
20240419,4305,4,25,315680,0.57
20240419,4305,5,15,275115,0.50
20240419,4305,6,14,358439,0.65
20240419,4305,7,8,284202,0.51
20240419,4305,8,5,225000,0.40
20240419,4305,9,11,770867,1.40
20240419,4305,10,7,912430,1.65
20240419,4305,11,9,2740760,4.98
20240419,4305,12,2,1040208,1.89
20240419,4305,13,4,2986633,5.42
20240419,4305,14,3,2610883,4.74
20240419,4305,15,16,39977379,72.66
20240419,4305,16,0,0,0.00
20240419,4305,17,1701,55014000,100.00
20240419,4306,1,45435,3779018,0.55
20240419,4306,2,17408,37274332,5.49
20240419,4306,3,4056,29251573,4.30
20240419,4306,4,1932,22793513,3.35
20240419,4306,5,809,14417346,2.12
20240419,4306,6,919,22220455,3.27
20240419,4306,7,418,14532176,2.14
20240419,4306,8,274,12462621,1.83
20240419,4306,9,510,36059167,5.31
20240419,4306,10,252,33929184,4.99
20240419,4306,11,112,30195381,4.44
20240419,4306,12,47,22279339,3.28
20240419,4306,13,14,9451358,1.39
20240419,4306,14,6,5209507,0.76
20240419,4306,15,61,385001117,56.71
20240419,4306,16,0,0,0.00
20240419,4306,17,72253,678856087,100.00
20240419,4401,1,8544,234781,0.19
20240419,4401,2,3232,6431258,5.24
20240419,4401,3,769,5327528,4.34
20240419,4401,4,316,3702763,3.01
20240419,4401,5,153,2644079,2.15
20240419,4401,6,157,3791002,3.08
20240419,4401,7,97,3399498,2.77
20240419,4401,8,49,2152516,1.75
20240419,4401,9,95,6592537,5.37
20240419,4401,10,56,7153257,5.83
20240419,4401,11,27,7417008,6.04
20240419,4401,12,14,6302465,5.13
20240419,4401,13,7,4953320,4.03
20240419,4401,14,7,6569992,5.35
20240419,4401,15,22,56020008,45.65
20240419,4401,16,0,0,0.00
20240419,4401,17,13545,122692012,100.00
20240419,4402,1,19141,333190,0.49
20240419,4402,2,1867,4086920,6.01
20240419,4402,3,357,3000362,4.41
20240419,4402,4,115,1519696,2.23
20240419,4402,5,91,1734880,2.55
20240419,4402,6,90,2300403,3.38
20240419,4402,7,44,1577748,2.32
20240419,4402,8,36,1672902,2.46
20240419,4402,9,54,3999510,5.88
20240419,4402,10,29,4003287,5.88
20240419,4402,11,10,2969000,4.36
20240419,4402,12,5,2324038,3.41
20240419,4402,13,2,1443000,2.12
20240419,4402,14,1,900000,1.32
20240419,4402,15,5,36126894,53.13
20240419,4402,16,0,0,0.00
20240419,4402,17,21847,67991830,100.00
20240419,4404,1,2410,362600,0.32
