資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20240419,1570,10,33,4761976,9.24
20240419,1570,11,12,3222042,6.25
20240419,1570,12,14,6843087,13.28
20240419,1570,13,6,4385269,8.51
20240419,1570,14,5,4558901,8.85
20240419,1570,15,9,15729169,30.54
20240419,1570,16,0,0,0.00
20240419,1570,17,14317,51500839,100.00
20240419,1571,1,1,250,0.02
20240419,1571,2,1,3880,0.34
20240419,1571,3,1,8428,0.74
20240419,1571,4,3,39566,3.47
20240419,1571,5,0,0,0.00
20240419,1571,6,0,0,0.00
20240419,1571,7,1,31052,2.72
20240419,1571,8,0,0,0.00
20240419,1571,9,0,0,0.00
20240419,1571,10,0,0,0.00
20240419,1571,11,1,289600,25.45
20240419,1571,12,0,0,0.00
20240419,1571,13,1,765000,67.23
20240419,1571,14,0,0,0.00
20240419,1571,15,0,0,0.00
20240419,1571,16,0,0,0.00
20240419,1571,17,9,1137776,100.00
20240419,1573,1,5,252,0.06
20240419,1573,2,7,10000,2.77
20240419,1573,3,4,40000,11.09
20240419,1573,4,0,0,0.00
20240419,1573,5,0,0,0.00
20240419,1573,6,0,0,0.00
20240419,1573,7,0,0,0.00
20240419,1573,8,0,0,0.00
20240419,1573,9,0,0,0.00
20240419,1573,10,0,0,0.00
20240419,1573,11,1,310118,86.05
20240419,1573,12,0,0,0.00
20240419,1573,13,0,0,0.00
20240419,1573,14,0,0,0.00
20240419,1573,15,0,0,0.00
20240419,1573,16,0,0,0.00
20240419,1573,17,17,360370,100.00
20240419,1575,1,8,2220,16.54
20240419,1575,2,1,1200,8.94
20240419,1575,3,1,10000,74.51
20240419,1575,4,0,0,0.00
20240419,1575,5,0,0,0.00
20240419,1575,6,0,0,0.00
20240419,1575,7,0,0,0.00
20240419,1575,8,0,0,0.00
20240419,1575,9,0,0,0.00
20240419,1575,10,0,0,0.00
20240419,1575,11,0,0,0.00
20240419,1575,12,0,0,0.00
20240419,1575,13,0,0,0.00
20240419,1575,14,0,0,0.00
20240419,1575,15,0,0,0.00
20240419,1575,16,0,0,0.00
20240419,1575,17,10,13420,100.00
20240419,1577,1,7,563,0.96
20240419,1577,2,7,16000,27.32
20240419,1577,3,5,42000,71.71
20240419,1577,4,0,0,0.00
20240419,1577,5,0,0,0.00
20240419,1577,6,0,0,0.00
20240419,1577,7,0,0,0.00
20240419,1577,8,0,0,0.00
20240419,1577,9,0,0,0.00
20240419,1577,10,0,0,0.00
20240419,1577,11,0,0,0.00
20240419,1577,12,0,0,0.00
20240419,1577,13,0,0,0.00
20240419,1577,14,0,0,0.00
20240419,1577,15,0,0,0.00
20240419,1577,16,0,0,0.00
20240419,1577,17,19,58563,100.00
20240419,1580,1,12078,391816,0.78
20240419,1580,2,3904,7174001,14.28
20240419,1580,3,408,3059395,6.09
20240419,1580,4,164,2072541,4.12
20240419,1580,5,100,1792301,3.56
20240419,1580,6,83,2100001,4.18
20240419,1580,7,42,1461172,2.90
20240419,1580,8,25,1111407,2.21
20240419,1580,9,52,3693232,7.35
20240419,1580,10,20,2810905,5.59
20240419,1580,11,12,3244427,6.45
20240419,1580,12,5,2660968,5.29
20240419,1580,13,4,2797000,5.56
20240419,1580,14,0,0,0.00
20240419,1580,15,9,15861076,31.57
20240419,1580,16,0,0,0.00
20240419,1580,17,16906,50230242,100.00
20240419,1582,1,25053,1281356,0.89
20240419,1582,2,12940,25295861,17.68
20240419,1582,3,1447,11349539,7.93
20240419,1582,4,460,5901948,4.12
20240419,1582,5,246,4515142,3.15
20240419,1582,6,200,5060919,3.53
20240419,1582,7,127,4478559,3.13
20240419,1582,8,67,3104773,2.17
20240419,1582,9,132,9569031,6.69
20240419,1582,10,52,7251201,5.06
20240419,1582,11,37,10884562,7.60
20240419,1582,12,13,6294843,4.40
20240419,1582,13,6,4290000,2.99
20240419,1582,14,5,4627750,3.23
20240419,1582,15,15,39127750,27.35
20240419,1582,16,0,0,0.00
20240419,1582,17,40800,143033234,100.00
20240419,1583,1,839,121441,0.11
20240419,1583,2,743,1364122,1.23
20240419,1583,3,84,597930,0.54
20240419,1583,4,32,399110,0.36
20240419,1583,5,17,296246,0.26
20240419,1583,6,15,378116,0.34
20240419,1583,7,14,498129,0.45
20240419,1583,8,11,492839,0.44
20240419,1583,9,24,1623589,1.47
20240419,1583,10,7,938150,0.84
20240419,1583,11,3,922000,0.83
20240419,1583,12,0,0,0.00
20240419,1583,13,1,602851,0.54
20240419,1583,14,1,873800,0.79
20240419,1583,15,17,101292049,91.74
20240419,1583,16,0,0,0.00
20240419,1583,17,1808,110400372,100.00
20240419,1584,1,24455,866637,0.45
20240419,1584,2,17448,34667812,18.01
20240419,1584,3,2237,18165965,9.43
20240419,1584,4,629,7986146,4.14
20240419,1584,5,445,8370596,4.34
20240419,1584,6,328,8356255,4.34
20240419,1584,7,143,5144175,2.67
20240419,1584,8,89,4157022,2.15
20240419,1584,9,165,12269323,6.37
20240419,1584,10,52,7077565,3.67
20240419,1584,11,33,8941764,4.64
20240419,1584,12,9,4334458,2.25
20240419,1584,13,4,2582711,1.34
20240419,1584,14,1,866000,0.44
20240419,1584,15,13,68684104,35.68
20240419,1584,16,0,0,0.00
20240419,1584,17,46051,192470533,100.00
20240419,1585,1,115,18202,0.03
20240419,1585,2,410,1018448,1.88
20240419,1585,3,149,1222541,2.26
20240419,1585,4,60,797714,1.47
20240419,1585,5,41,790407,1.46
20240419,1585,6,54,1419834,2.63
20240419,1585,7,30,1062344,1.96
20240419,1585,8,30,1364159,2.52
20240419,1585,9,50,3522666,6.52
20240419,1585,10,29,4175387,7.73
20240419,1585,11,21,6286085,11.65
20240419,1585,12,11,5293476,9.81
20240419,1585,13,1,605357,1.12
20240419,1585,14,2,1817305,3.36
20240419,1585,15,11,24556075,45.51
20240419,1585,16,0,0,0.00
20240419,1585,17,1014,53950000,100.00
20240419,1586,1,7563,286838,0.33
20240419,1586,2,2819,5203125,6.02
20240419,1586,3,517,3411235,3.95
20240419,1586,4,231,2656311,3.07
20240419,1586,5,70,1195761,1.38
20240419,1586,6,95,2221496,2.57
20240419,1586,7,53,1764319,2.04
20240419,1586,8,26,1143600,1.32
20240419,1586,9,50,3332078,3.86
20240419,1586,10,32,4640003,5.37
20240419,1586,11,16,4636616,5.37
20240419,1586,12,12,5630145,6.52
20240419,1586,13,2,1353025,1.56
20240419,1586,14,4,3739839,4.33
20240419,1586,15,20,45097911,52.24
20240419,1586,16,0,0,0.00
20240419,1586,17,11510,86312302,100.00
20240419,1587,1,1705,251303,0.36
20240419,1587,2,3772,7063078,10.29
20240419,1587,3,425,3245348,4.72
20240419,1587,4,143,1750402,2.55
20240419,1587,5,82,1511569,2.20
20240419,1587,6,79,1972745,2.87
20240419,1587,7,34,1175433,1.71
20240419,1587,8,23,1070340,1.55
20240419,1587,9,32,2463456,3.58
20240419,1587,10,26,3543799,5.16
20240419,1587,11,24,6893055,10.04
20240419,1587,12,8,3652934,5.32
20240419,1587,13,4,2823934,4.11
20240419,1587,14,0,0,0.00
20240419,1587,15,12,31207053,45.47
20240419,1587,16,0,0,0.00
20240419,1587,17,6369,68624449,100.00
20240419,1589,1,15141,1028181,0.87
20240419,1589,2,9070,17998900,15.23
20240419,1589,3,1172,9110760,7.71
20240419,1589,4,384,4886209,4.13
20240419,1589,5,251,4621352,3.91
20240419,1589,6,189,4905817,4.15
20240419,1589,7,103,3649107,3.08
20240419,1589,8,67,3044065,2.57
20240419,1589,9,102,7251261,6.13
20240419,1589,10,63,8671457,7.34
20240419,1589,11,27,7319950,6.19
20240419,1589,12,7,3283492,2.77
20240419,1589,13,5,3362900,2.84
20240419,1589,14,4,3433698,2.90
20240419,1589,15,13,35568792,30.10
20240419,1589,16,0,0,0.00
20240419,1589,17,26598,118135941,100.00
20240419,1590,1,2230,154334,0.07
20240419,1590,2,694,1336548,0.66
20240419,1590,3,156,1150056,0.57
20240419,1590,4,90,1123311,0.56
20240419,1590,5,66,1158359,0.57
20240419,1590,6,94,2397460,1.19
20240419,1590,7,49,1670624,0.83
20240419,1590,8,29,1308732,0.65
20240419,1590,9,115,8451024,4.22
20240419,1590,10,94,13047593,6.52
20240419,1590,11,60,17161635,8.58
20240419,1590,12,31,15581486,7.79
20240419,1590,13,12,8329274,4.16
20240419,1590,14,12,10225437,5.11
20240419,1590,15,34,116904125,58.45
20240419,1590,16,0,0,0.00
20240419,1590,17,3766,199999998,100.00
20240419,1591,1,7695,108071,0.31
20240419,1591,2,1292,2851958,8.19
20240419,1591,3,283,2236834,6.42
20240419,1591,4,123,1606327,4.61
20240419,1591,5,89,1671718,4.80
20240419,1591,6,76,1973639,5.67
20240419,1591,7,38,1375371,3.95
20240419,1591,8,22,1008249,2.89
20240419,1591,9,66,4647623,13.35
20240419,1591,10,31,4231865,12.16
20240419,1591,11,15,3878451,11.14
20240419,1591,12,6,2940712,8.45
20240419,1591,13,5,3381001,9.71
20240419,1591,14,2,1815000,5.21
20240419,1591,15,1,1071228,3.07
20240419,1591,16,0,0,0.00
20240419,1591,17,9744,34798047,100.00
20240419,1592,1,329,40215,0.03
20240419,1592,2,3389,8047988,7.25
20240419,1592,3,1037,8960285,8.07
20240419,1592,4,343,4527242,4.07
20240419,1592,5,347,6599172,5.94
20240419,1592,6,276,7213413,6.49
20240419,1592,7,134,4848817,4.36
20240419,1592,8,110,5258162,4.73
20240419,1592,9,228,17053455,15.36
20240419,1592,10,85,12275580,11.06
20240419,1592,11,27,7418000,6.68
20240419,1592,12,12,5678001,5.11
20240419,1592,13,3,2100000,1.89
20240419,1592,14,1,870000,0.78
20240419,1592,15,8,20087920,18.10
20240419,1592,16,0,0,0.00
20240419,1592,17,6329,110978250,100.00
20240419,1593,1,928,125968,0.31
20240419,1593,2,1581,3058858,7.68
20240419,1593,3,296,2009706,5.05
20240419,1593,4,114,1355997,3.40
20240419,1593,5,50,849716,2.13
20240419,1593,6,66,1568154,3.94
20240419,1593,7,26,868883,2.18
20240419,1593,8,13,593359,1.49
20240419,1593,9,52,3813648,9.58
20240419,1593,10,16,2283405,5.73
20240419,1593,11,12,2995344,7.52
20240419,1593,12,6,3235896,8.13
20240419,1593,13,2,1427682,3.58
20240419,1593,14,2,1820357,4.57
20240419,1593,15,9,13777799,34.63
20240419,1593,16,0,0,0.00
20240419,1593,17,3173,39784772,100.00
20240419,1594,1,150,8969,0.02
20240419,1594,2,165,375631,1.13
20240419,1594,3,35,272670,0.82
20240419,1594,4,14,169208,0.50
20240419,1594,5,7,130020,0.39
20240419,1594,6,7,173633,0.52
20240419,1594,7,4,138876,0.41
20240419,1594,8,4,185970,0.55
20240419,1594,9,11,781478,2.35
20240419,1594,10,6,834332,2.51
20240419,1594,11,3,849668,2.55
20240419,1594,12,6,3029345,9.11
20240419,1594,13,0,0,0.00
20240419,1594,14,0,0,0.00
20240419,1594,15,9,26270200,79.07
20240419,1594,16,0,0,0.00
20240419,1594,17,421,33220000,100.00
20240419,1595,1,4241,118307,0.24
20240419,1595,2,1503,3127270,6.53
20240419,1595,3,295,2145448,4.48
20240419,1595,4,90,1139528,2.38
20240419,1595,5,51,903989,1.88
20240419,1595,6,57,1392989,2.90
20240419,1595,7,25,887849,1.85
20240419,1595,8,11,522000,1.09
20240419,1595,9,27,1856229,3.87
20240419,1595,10,25,3476448,7.26
20240419,1595,11,21,5787982,12.08
20240419,1595,12,7,3282561,6.85
20240419,1595,13,0,0,0.00
20240419,1595,14,2,1765996,3.68
20240419,1595,15,12,21468788,44.84
20240419,1595,16,0,0,0.00
20240419,1595,17,6367,47875384,100.00
20240419,1597,1,3542,755268,0.84
20240419,1597,2,6212,11833930,13.25
20240419,1597,3,712,4992493,5.59
20240419,1597,4,197,2386330,2.67
20240419,1597,5,93,1613506,1.80
20240419,1597,6,92,2253275,2.52
20240419,1597,7,47,1609661,1.80
20240419,1597,8,22,1000471,1.12
20240419,1597,9,60,4197185,4.70
20240419,1597,10,43,5664500,6.34
20240419,1597,11,23,6934388,7.76
20240419,1597,12,8,4050071,4.53
20240419,1597,13,1,610890,0.68
20240419,1597,14,4,3685899,4.12
20240419,1597,15,17,37673937,42.20
20240419,1597,16,0,0,0.00
20240419,1597,17,11073,89261804,100.00
20240419,1598,1,1446,285979,0.17
20240419,1598,2,7667,15731972,9.85
20240419,1598,3,1188,9087601,5.69
20240419,1598,4,428,5311980,3.32
20240419,1598,5,233,4182012,2.62
20240419,1598,6,237,5974238,3.74
20240419,1598,7,125,4440277,2.78
20240419,1598,8,54,2480048,1.55
20240419,1598,9,95,6764378,4.23
20240419,1598,10,58,7672443,4.80
20240419,1598,11,31,8514050,5.33
20240419,1598,12,10,4930404,3.08
20240419,1598,13,7,4658191,2.91
20240419,1598,14,3,2674729,1.67
20240419,1598,15,28,76901452,48.18
20240419,1598,16,0,0,0.00
20240419,1598,17,11610,159609754,100.00
20240419,1599,1,7612,1532524,2.05
20240419,1599,2,4312,8217639,11.02
20240419,1599,3,500,3631288,4.87
20240419,1599,4,148,1868509,2.50
20240419,1599,5,76,1348275,1.80
20240419,1599,6,56,1343764,1.80
20240419,1599,7,30,1050080,1.40
20240419,1599,8,12,532210,0.71
20240419,1599,9,36,2457995,3.29
20240419,1599,10,16,2226545,2.98
20240419,1599,11,7,2118284,2.84
20240419,1599,12,3,1579318,2.11
20240419,1599,13,2,1347286,1.80
20240419,1599,14,1,900000,1.20
20240419,1599,15,14,44375047,59.54
20240419,1599,16,0,0,0.00
20240419,1599,17,12825,74528764,100.00
20240419,1601,1,8013,1822402,1.69
20240419,1601,2,5865,14104211,13.09
20240419,1601,3,1413,12192596,11.32
20240419,1601,4,368,4958904,4.60
20240419,1601,5,425,8183116,7.59
20240419,1601,6,281,7570532,7.03
20240419,1601,7,122,4510493,4.18
20240419,1601,8,131,6298076,5.84
20240419,1601,9,181,13473333,12.51
20240419,1601,10,81,11710577,10.87
20240419,1601,11,38,10338591,9.60
20240419,1601,12,8,3852543,3.57
20240419,1601,13,2,1556000,1.44
20240419,1601,14,1,1000000,0.92
20240419,1601,15,4,6110865,5.67
20240419,1601,16,0,0,0.00
20240419,1601,17,16933,107682239,100.00
20240419,1602,1,208532,58829332,14.61
20240419,1602,2,60581,126924445,31.52
20240419,1602,3,6606,46920200,11.65
20240419,1602,4,1944,23363864,5.80
20240419,1602,5,917,16374710,4.06
20240419,1602,6,846,20182736,5.01
20240419,1602,7,328,11577288,2.87
20240419,1602,8,183,8079380,2.00
20240419,1602,9,286,19623992,4.87
20240419,1602,10,99,13369398,3.32
20240419,1602,11,36,9659550,2.39
20240419,1602,12,10,4832799,1.20
20240419,1602,13,6,4222899,1.04
20240419,1602,14,2,1713200,0.42
20240419,1602,15,9,36970387,9.18
20240419,1602,16,0,0,0.00
20240419,1602,17,280385,402644180,100.00
20240419,1603,1,4606,1228722,0.64
20240419,1603,2,8067,14984642,7.81
20240419,1603,3,833,6594764,3.44
20240419,1603,4,193,2484065,1.29
20240419,1603,5,147,2760818,1.44
20240419,1603,6,85,2254362,1.17
20240419,1603,7,44,1560774,0.81
20240419,1603,8,28,1312474,0.68
20240419,1603,9,44,3253383,1.69
20240419,1603,10,22,3111101,1.62
20240419,1603,11,17,4696730,2.45
20240419,1603,12,4,2132558,1.11
20240419,1603,13,5,3410026,1.77
20240419,1603,14,4,3655000,1.90
20240419,1603,15,27,138248581,72.12
20240419,1603,16,0,0,0.00
20240419,1603,17,14126,191688000,100.00
20240419,1604,1,59519,6079916,1.58
20240419,1604,2,20613,40285797,10.48
20240419,1604,3,2744,20910581,5.44
20240419,1604,4,788,9790691,2.54
20240419,1604,5,471,8532392,2.22
20240419,1604,6,379,9660419,2.51
20240419,1604,7,172,6112940,1.59
20240419,1604,8,126,5821434,1.51
20240419,1604,9,216,15453297,4.02
20240419,1604,10,106,14829360,3.85
20240419,1604,11,64,18413991,4.79
20240419,1604,12,27,13472523,3.50
20240419,1604,13,12,7923598,2.06
20240419,1604,14,4,3715677,0.96
20240419,1604,15,38,203197384,52.88
20240419,1604,16,0,0,0.00
20240419,1604,17,85279,384200000,100.00
20240419,1605,1,62025,9986201,0.24
20240419,1605,2,122666,261831924,6.49
20240419,1605,3,21986,172713895,4.28
20240419,1605,4,6669,84842790,2.10
20240419,1605,5,4287,79362373,1.96
20240419,1605,6,3344,85194783,2.11
20240419,1605,7,1424,51044175,1.26
20240419,1605,8,976,45296569,1.12
20240419,1605,9,1525,108045591,2.68
20240419,1605,10,616,86408685,2.14
20240419,1605,11,291,80325838,1.99
20240419,1605,12,91,44576309,1.10
20240419,1605,13,38,27110064,0.67
20240419,1605,14,32,28586980,0.70
20240419,1605,15,220,2866006771,71.09
20240419,1605,16,0,0,0.00
20240419,1605,17,226190,4031332948,100.00
20240419,1606,1,20787,5477163,0.70
20240419,1606,2,33748,88012622,11.30
20240419,1606,3,11590,99215067,12.74
20240419,1606,4,3164,41104425,5.28
20240419,1606,5,3413,65787011,8.45
20240419,1606,6,2291,61609156,7.91
20240419,1606,7,963,35721044,4.59
20240419,1606,8,895,43061174,5.53
20240419,1606,9,1242,93778865,12.05
20240419,1606,10,513,76569996,9.83
20240419,1606,11,187,52848502,6.79
20240419,1606,12,68,33516606,4.30
20240419,1606,13,17,12026929,1.54
20240419,1606,14,5,4826800,0.62
20240419,1606,15,32,64675539,8.31
20240419,1606,16,0,0,0.00
20240419,1606,17,78915,778230899,100.00
20240419,1608,1,13559,2449201,0.38
20240419,1608,2,30700,60458874,9.55
20240419,1608,3,3737,30547175,4.82
20240419,1608,4,953,12213738,1.93
20240419,1608,5,709,13343719,2.10
20240419,1608,6,515,13439787,2.12
20240419,1608,7,209,7562688,1.19
20240419,1608,8,157,7494150,1.18
20240419,1608,9,219,16029596,2.53
20240419,1608,10,87,12109728,1.91
20240419,1608,11,42,12570925,1.98
20240419,1608,12,18,8760773,1.38
20240419,1608,13,13,8960689,1.41
20240419,1608,14,9,8037638,1.27
20240419,1608,15,28,418795825,66.18
20240419,1608,16,1,1000,0.00
20240419,1608,17,50955,632773506,100.00
20240419,1609,1,88257,8026584,1.08
20240419,1609,2,63728,120194429,16.31
20240419,1609,3,8430,61991890,8.41
20240419,1609,4,3123,37475319,5.08
20240419,1609,5,1341,24206208,3.28
20240419,1609,6,1206,29625399,4.02
20240419,1609,7,572,19813934,2.68
20240419,1609,8,341,15514751,2.10
20240419,1609,9,597,41198471,5.59
20240419,1609,10,224,30638906,4.15
20240419,1609,11,86,24417513,3.31
20240419,1609,12,24,12022493,1.63
20240419,1609,13,8,5702767,0.77
20240419,1609,14,12,11122026,1.50
20240419,1609,15,75,294875566,40.02
20240419,1609,16,2,9982,0.00
20240419,1609,17,168024,736816274,100.00
20240419,1611,1,37881,2004384,0.62
20240419,1611,2,18134,40146866,12.43
20240419,1611,3,3023,25359807,7.85
20240419,1611,4,690,8947405,2.77
20240419,1611,5,583,11034913,3.41
20240419,1611,6,334,8691214,2.69
20240419,1611,7,152,5437836,1.68
20240419,1611,8,132,6173225,1.91
20240419,1611,9,190,13965489,4.32
20240419,1611,10,70,9419268,2.91
20240419,1611,11,48,12864648,3.98
20240419,1611,12,30,13852049,4.29
20240419,1611,13,5,3596047,1.11
20240419,1611,14,10,9057560,2.80
20240419,1611,15,37,152185031,47.15
20240419,1611,16,0,0,0.00
20240419,1611,17,61319,322735742,100.00
20240419,1612,1,16262,749509,0.23
20240419,1612,2,16945,33282228,10.52
20240419,1612,3,2034,16996798,5.37
20240419,1612,4,485,6226370,1.96
20240419,1612,5,391,7456398,2.35
20240419,1612,6,290,7669118,2.42
20240419,1612,7,137,4968045,1.57
20240419,1612,8,100,4720241,1.49
20240419,1612,9,133,10228060,3.23
20240419,1612,10,66,9321312,2.94
20240419,1612,11,40,11550347,3.65
20240419,1612,12,19,9153636,2.89
20240419,1612,13,5,3369000,1.06
20240419,1612,14,7,6356525,2.01
20240419,1612,15,35,184032476,58.22
20240419,1612,16,0,0,0.00
20240419,1612,17,36949,316080063,100.00
20240419,1613,1,15305,2000849,0.87
20240419,1613,2,4539,10406612,4.57
20240419,1613,3,1315,10420326,4.58
20240419,1613,4,378,4797115,2.10
20240419,1613,5,334,6286599,2.76
20240419,1613,6,295,7701661,3.38
20240419,1613,7,172,6260670,2.75
20240419,1613,8,100,4714558,2.07
20240419,1613,9,205,14734406,6.47
20240419,1613,10,97,13642038,5.99
20240419,1613,11,55,15257187,6.70
20240419,1613,12,20,9739173,4.28
20240419,1613,13,14,9713754,4.27
20240419,1613,14,5,4259200,1.87
20240419,1613,15,28,107520917,47.27
20240419,1613,16,0,0,0.00
20240419,1613,17,22862,227455065,100.00
20240419,1614,1,1561,314344,0.11
20240419,1614,2,1301,2793041,1.03
20240419,1614,3,240,1964137,0.72
20240419,1614,4,103,1305969,0.48
20240419,1614,5,68,1243065,0.46
20240419,1614,6,93,2343415,0.87
20240419,1614,7,34,1196735,0.44
20240419,1614,8,49,2250588,0.83
20240419,1614,9,86,5938320,2.20
20240419,1614,10,67,9586006,3.56
20240419,1614,11,52,14399005,5.35
20240419,1614,12,21,10320629,3.83
20240419,1614,13,11,7533058,2.79
20240419,1614,14,7,6184876,2.29
20240419,1614,15,48,201740218,74.96
20240419,1614,16,0,0,0.00
20240419,1614,17,3741,269113406,100.00
20240419,1615,1,3461,547136,0.33
20240419,1615,2,3690,7032394,4.29
20240419,1615,3,505,3728553,2.27
20240419,1615,4,180,2298801,1.40
20240419,1615,5,83,1461379,0.89
20240419,1615,6,93,2354924,1.43
20240419,1615,7,34,1228018,0.75
20240419,1615,8,22,1009391,0.61
20240419,1615,9,34,2453004,1.49
20240419,1615,10,26,3856480,2.35
20240419,1615,11,13,3714549,2.26
20240419,1615,12,8,3525382,2.15
20240419,1615,13,2,1244999,0.76
20240419,1615,14,4,3739644,2.28
20240419,1615,15,18,125528042,76.67
20240419,1615,16,0,0,0.00
20240419,1615,17,8173,163722696,100.00
20240419,1616,1,3057,559170,0.28
20240419,1616,2,9472,19069823,9.82
20240419,1616,3,1393,11580368,5.96
20240419,1616,4,341,4342389,2.23
20240419,1616,5,294,5591245,2.87
20240419,1616,6,212,5580348,2.87
20240419,1616,7,97,3509192,1.80
20240419,1616,8,82,3885163,2.00
20240419,1616,9,91,6574511,3.38
20240419,1616,10,47,6285542,3.23
20240419,1616,11,20,5517255,2.84
20240419,1616,12,7,3503001,1.80
20240419,1616,13,6,4244604,2.18
20240419,1616,14,6,5282756,2.72
20240419,1616,15,16,108623148,55.94
20240419,1616,16,0,0,0.00
20240419,1616,17,15141,194148515,100.00
20240419,1617,1,4997,686679,0.43
20240419,1617,2,3475,6383513,4.02
20240419,1617,3,369,3012730,1.89
20240419,1617,4,102,1298343,0.81
20240419,1617,5,68,1257073,0.79
20240419,1617,6,59,1518969,0.95
20240419,1617,7,31,1082327,0.68
20240419,1617,8,23,1089566,0.68
20240419,1617,9,47,3343915,2.10
20240419,1617,10,36,5082088,3.20
20240419,1617,11,13,3643501,2.29
20240419,1617,12,6,2815412,1.77
20240419,1617,13,3,2015304,1.26
20240419,1617,14,7,6466883,4.07
20240419,1617,15,22,119064528,74.99
20240419,1617,16,1,4177,0.00
20240419,1617,17,9258,158756654,100.00
20240419,1618,1,6132,1527345,0.79
20240419,1618,2,11255,20758321,10.77
20240419,1618,3,1027,8432506,4.37
20240419,1618,4,241,3078968,1.59
20240419,1618,5,179,3335513,1.73
20240419,1618,6,150,3861545,2.00
20240419,1618,7,58,2101690,1.09
20240419,1618,8,31,1435881,0.74
20240419,1618,9,62,4404625,2.28
20240419,1618,10,30,4544171,2.35
20240419,1618,11,23,6743759,3.49
20240419,1618,12,8,4264489,2.21
20240419,1618,13,9,6355399,3.29
20240419,1618,14,3,2795200,1.45
20240419,1618,15,22,119054335,61.78
20240419,1618,16,1,2000,0.00
20240419,1618,17,19230,192691747,100.00
20240419,1626,1,5619,1398953,0.91
20240419,1626,2,2778,5253024,3.43
20240419,1626,3,407,2806748,1.83
20240419,1626,4,177,2072814,1.35
20240419,1626,5,64,1129781,0.73
20240419,1626,6,97,2334697,1.52
20240419,1626,7,50,1737348,1.13
20240419,1626,8,29,1298538,0.84
20240419,1626,9,97,6940667,4.54
20240419,1626,10,56,7880685,5.15
20240419,1626,11,40,12415555,8.12
20240419,1626,12,20,9827353,6.43
20240419,1626,13,7,4936519,3.23
20240419,1626,14,7,6222350,4.07
20240419,1626,15,25,86566689,56.64
20240419,1626,16,0,0,0.00
20240419,1626,17,9473,152821721,100.00
20240419,1701,1,40673,1554061,0.52
20240419,1701,2,18403,37991516,12.74
20240419,1701,3,2826,22797278,7.64
20240419,1701,4,751,9553100,3.20
20240419,1701,5,591,11071166,3.71
20240419,1701,6,394,10197264,3.42
20240419,1701,7,163,5792391,1.94
20240419,1701,8,120,5664812,1.90
20240419,1701,9,206,14811735,4.96
20240419,1701,10,101,13893344,4.66
20240419,1701,11,40,11035115,3.70
20240419,1701,12,10,4830412,1.62
20240419,1701,13,3,1964000,0.65
20240419,1701,14,3,2518883,0.84
20240419,1701,15,27,144406003,48.44
20240419,1701,16,0,0,0.00
20240419,1701,17,64311,298081080,100.00
20240419,1702,1,38807,1343703,0.45
20240419,1702,2,13662,26266421,8.93
20240419,1702,3,1630,12810256,4.35
20240419,1702,4,472,6054034,2.05
20240419,1702,5,278,5175521,1.75
20240419,1702,6,210,5365163,1.82
20240419,1702,7,127,4516610,1.53
20240419,1702,8,61,2814782,0.95
20240419,1702,9,134,9677391,3.29
20240419,1702,10,79,10872848,3.69
20240419,1702,11,33,9673214,3.28
20240419,1702,12,7,3641184,1.23
20240419,1702,13,13,8782308,2.98
20240419,1702,14,2,1855152,0.63
20240419,1702,15,25,185284375,62.99
20240419,1702,16,0,0,0.00
20240419,1702,17,55540,294132962,100.00
20240419,1707,1,40036,1432569,0.96
20240419,1707,2,10886,19130925,12.91
20240419,1707,3,785,6076677,4.10
20240419,1707,4,230,2904271,1.96
20240419,1707,5,111,2067590,1.39
20240419,1707,6,100,2521805,1.70
20240419,1707,7,51,1829799,1.23
20240419,1707,8,39,1787835,1.20
20240419,1707,9,76,5401194,3.64
20240419,1707,10,37,5211012,3.51
20240419,1707,11,36,9982411,6.73
20240419,1707,12,9,4375028,2.95
20240419,1707,13,7,4765118,3.21
20240419,1707,14,5,4717183,3.18
20240419,1707,15,31,75933956,51.25
20240419,1707,16,0,0,0.00
20240419,1707,17,52439,148137373,100.00
20240419,1708,1,42705,2843314,1.14
20240419,1708,2,25757,53198988,21.36
20240419,1708,3,3524,27368977,10.99
20240419,1708,4,971,12381522,4.97
20240419,1708,5,611,11233789,4.51
20240419,1708,6,450,11643855,4.67
20240419,1708,7,210,7436289,2.98
20240419,1708,8,106,4935509,1.98
20240419,1708,9,173,12354768,4.96
20240419,1708,10,69,9213328,3.70
20240419,1708,11,22,5800109,2.32
20240419,1708,12,7,3380997,1.35
20240419,1708,13,7,5139013,2.06
20240419,1708,14,2,1679914,0.67
20240419,1708,15,19,80391279,32.28
20240419,1708,16,0,0,0.00
20240419,1708,17,74633,249001651,100.00
20240419,1709,1,13546,2590530,0.54
20240419,1709,2,17038,37728875,7.90
20240419,1709,3,3456,27983135,5.86
20240419,1709,4,1049,13287591,2.78
20240419,1709,5,705,13193551,2.76
20240419,1709,6,561,14335790,3.00
20240419,1709,7,257,9166336,1.92
20240419,1709,8,166,7681645,1.61
20240419,1709,9,326,23740884,4.97
20240419,1709,10,162,23219286,4.86
20240419,1709,11,75,20127288,4.21
20240419,1709,12,29,13833749,2.90
20240419,1709,13,22,15067957,3.15
20240419,1709,14,14,12711703,2.66
20240419,1709,15,44,242347952,50.80
20240419,1709,16,0,0,0.00
20240419,1709,17,37450,477016272,100.00
20240419,1710,1,24232,4910348,0.55
20240419,1710,2,24957,56173977,6.34
